,Unnamed: 0,movieId,title,genres,avg_rating,number_of_viewers,imdbId,tmdbId,adult,backdrop_path,belongs_to_collection,budget,homepage,id,imdb_id,origin_country,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,video,vote_average,vote_count
63,63,71,Fair Game,"[{'id': 28, 'name': 'Action'}]",1.7,5.0,113010,11859.0,False,/iFfbBL8vtiuTkqb9Os7lO8y3KnY.jpg,,50000000,,11859,tt0113010,['US'],en,Fair Game,"Max Kirkpatrick is a cop who protects Kate McQuean, a civil law attorney, from a renegade KGB team out to terminate her",1.5563,/qcxsWOzBaF7MZNNThtRQWQ9Wrdk.jpg,"[{'id': 1885, 'logo_path': '/xlvoOZr4s1PygosrwZyolIFe5xs.png', 'name': 'Silver Pictures', 'origin_country': 'US'}, {'id': 174, 'logo_path': '/zhD3hhtKB5qyv7ZeL4uLpNxgMVU.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-11-03,11500000,91,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Russian', 'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,"He's a cop on the edge. She's a woman with a dangerous secret. They've been targeted by the Russian mob, and now they're both Fair Game.",False,5.117,330
64,64,72,Kicking and Screaming,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",3.2142857142857144,7.0,113537,28387.0,False,/hyG7Y6r0aQnE5ssoTyq8xSQmS25.jpg,,0,,28387,tt0113537,['US'],en,Kicking and Screaming,"After college graduation, Grover's girlfriend Jane tells him she's moving to Prague to study writing. Grover declines to accompany her, deciding instead to move in with several friends, all of whom can't quite work up the inertia to escape their university's pull. Nobody wants to make any big decisions that would radically alter his life, yet none of them wants to end up like Chet, the professional student who tends bar and is in his tenth year of university studies.",0.8138,/ynAtSpTou7snNOq32djzILw9VCA.jpg,"[{'id': 5841, 'logo_path': None, 'name': 'Castleberg Productions', 'origin_country': ''}, {'id': 5842, 'logo_path': None, 'name': 'Sandollar Productions', 'origin_country': 'US'}, {'id': 4063, 'logo_path': '/psOuT9ReSYhcBEB5ptnw7D2FdsE.png', 'name': 'Trimark Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-10-06,718490,96,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Anxiety loves company.,False,6.172,233
65,65,73,Les Miserables,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",3.4615384615384617,13.0,113828,48750.0,False,/elJMAU9XXxk02KmZ7zlQtFlBq0J.jpg,,0,,48750,tt0113828,['FR'],fr,Les Misérables,"In WWII France, poor and illiterate Henri Fortin is introduced to Victor Hugo's classic novel Les Misérables and begins to see parallels between the book and his own life.",0.6423,/toQ6BJCiKVSnklpsma2GnJ6KKah.jpg,"[{'id': 22123, 'logo_path': '/zPTy6QDAlCKGeAALZoFEL3QAlut.png', 'name': 'TF1', 'origin_country': 'FR'}, {'id': 1742, 'logo_path': '/kxKBr4UuwuVdMhuunZ579vWd5in.png', 'name': 'Les Films 13', 'origin_country': 'FR'}, {'id': 104, 'logo_path': '/9aotxauvc9685tq9pTcRJszuT06.png', 'name': 'Canal+', 'origin_country': 'FR'}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",1995-03-22,0,175,"[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",Released,"In a time of chaos, in a world of change, he was moved by a book he could not read to become a hero he never imagined.",False,6.7,83
66,66,74,Bed of Roses,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",4.0,8.0,115644,20927.0,False,/p4JS5EvUKzCkqgHZdW7zdvm7sl.jpg,,0,,20927,tt0115644,['US'],en,Bed of Roses,"The seeds of love are planted when Lisa, a high-powered investment banker, receives flowers from a secret admirer. But when his fairy-tale fantasies clash with her workaholic ways, they soon find out that sometimes, it's harder than it seems for love to conquer all.",1.1702,/zCXvHCEm8334d0d646ldDkXnKws.jpg,"[{'id': 12, 'logo_path': '/2ycs64eqV5rqKYHyQK0GVoKGvfX.png', 'name': 'New Line Cinema', 'origin_country': 'US'}, {'id': 4286, 'logo_path': None, 'name': 'Juno Pix', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-01-26,19030691,87,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,He gave her flowers. She gave him a chance.,False,5.847,121
67,67,75,Big Bully,"[{'id': 35, 'name': 'Comedy'}]",2.2,5.0,115676,36929.0,False,/tYGxW8kkZD8sCOIDi5je9Vk2Wjx.jpg,,15000000,,36929,tt0115676,['US'],en,Big Bully,"A writer returns to his hometown where he faces the childhood nemesis whose life he ultimately ruined, only the bully wants to relive their painful past by torturing him once again.",4.0084,/dws3JR4Yi325Tz33XnuXEB6XjGr.jpg,"[{'id': 10210, 'logo_path': '/fmFmUxBijh8764GNSSIiwXYD83K.png', 'name': 'Morgan Creek Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-01-26,2042530,90,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,A comedy for the kid in all of us.,False,4.6,77
68,68,76,Screamers,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10752, 'name': 'War'}]",3.4,15.0,114367,9102.0,False,/7LMy4tZggDRa31ycv5ccnPtLspV.jpg,"{'id': 122017, 'name': 'Screamers Collection', 'poster_path': '/1O4uXw5VIqarEEQcgs1wFW1PNFV.jpg', 'backdrop_path': '/d21tZlah1O42lo5bvrR04CYpfcz.jpg'}",20000000,,9102,tt0114367,['CA'],en,Screamers,"SIRIUS 6B, Year 2078. On a distant mining planet ravaged by a decade of war, scientists have created the perfect weapon: a blade-wielding, self-replicating race of killing devices known as Screamers designed for one purpose only -- to hunt down and destroy all enemy life forms.",1.58,/eqgBf791rMZG7ywHfObpXeMpiRf.jpg,"[{'id': 7958, 'logo_path': None, 'name': 'Fuji Eight Company Ltd.', 'origin_country': ''}, {'id': 4899, 'logo_path': None, 'name': 'Allegro Films', 'origin_country': 'CA'}, {'id': 23096, 'logo_path': None, 'name': 'Fries Film Group', 'origin_country': ''}, {'id': 23097, 'logo_path': None, 'name': 'Super Ecran', 'origin_country': ''}, {'id': 23098, 'logo_path': '/qosRT1fWXpaGuWQBWOQJO9RcPTo.png', 'name': 'Triumph Films', 'origin_country': 'US'}, {'id': 808, 'logo_path': '/4L1apH72jCx6Z5qyH7UOJUDlRoF.png', 'name': 'The Movie Network', 'origin_country': 'CA'}, {'id': 62765, 'logo_path': None, 'name': 'Fries Film Company', 'origin_country': ''}, {'id': 4078, 'logo_path': None, 'name': 'Triumph', 'origin_country': ''}, {'id': 404, 'logo_path': None, 'name': 'Allegro Film', 'origin_country': 'AT'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-09-08,5781885,108,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,The last scream you hear will be your own.,False,6.2,585
69,69,77,Nico Icon,"[{'id': 99, 'name': 'Documentary'}]",4.0,1.0,113973,124626.0,False,/p5QEdBIWuBu3VRc71RvGe9nJFvJ.jpg,,0,,124626,tt0113973,['US'],en,Nico Icon,"A look into the many lives of Christa Päffgen, otherwise known as Nico; from cutie German mädchen to the first of the supermodels, to glamorous diva of the Velvet Underground, to cult item, junkie and hag. Many faces for the same woman, whom, you realize, just couldn't bring herself to care enough to live.",0.2981,/w3oiJZTB1UP3lj0uSVLdsYfsBbC.jpg,"[{'id': 4606, 'logo_path': '/otZHbf1HmzLRQsZFSqJXkf8EHz7.png', 'name': 'ZDF', 'origin_country': 'DE'}, {'id': 93174, 'logo_path': None, 'name': 'Bluehorse Films', 'origin_country': ''}, {'id': 83201, 'logo_path': None, 'name': 'Ciak Filmproduktion', 'origin_country': ''}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-09-08,0,70,"[{'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,False,7.5,10
70,70,78,The Crossing Guard,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",3.3333333333333335,3.0,112744,27526.0,False,/oi9RFxqb5Tncm7VvDnVT6sZUWyH.jpg,,0,,27526,tt0112744,['US'],en,The Crossing Guard,"Unable to move on from the loss of his daughter, Freddy, now a shell of the person he was before, swears to kill the man responsible for her death.",0.7616,/kogaCIIylHmWQo2gJrrdq8Br8b8.jpg,"[{'id': 14, 'logo_path': '/m6AHu84oZQxvq7n1rsvMNJIAsMu.png', 'name': 'Miramax', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-01-26,0,111,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,"...some lives cross, others collide.",False,6.0,282
71,71,79,The Juror,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",2.764705882352941,17.0,116731,9623.0,False,/g0CGOIl3H1FDsqHpPzlfkhXAtv8.jpg,,44000000,,9623,tt0116731,['US'],en,The Juror,"With his gangster boss on trial for murder, a mob thug known as ""the Teacher"" tells Annie Laird she must talk her fellow jurors into a not-guilty verdict, implying that he'll kill her son Oliver if she fails. She manages to do this, but, when it becomes clear that the mobsters might want to silence her for good, she sends Oliver abroad and tries to gather evidence of the plot against her, setting up a final showdown.",1.6279,/31mRYhJvaknQx8PQnR2UV7YCkLT.jpg,"[{'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-02-02,22754725,118,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,There is no defense.,False,5.671,427
72,72,80,The White Balloon,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",4.0,2.0,112445,46785.0,False,/jRLhcuyTPgcaCzrTKVTVrFDWrYo.jpg,,0,,46785,tt0112445,['IR'],fa,بادکنک سفید,Several people try to take advantage of a little girl's innocence to hustle money her mom gave to her to buy a goldfish with.,0.6124,/u6jrlgZZx3zSFPDPTVOYpueljgH.jpg,"[{'id': 38953, 'logo_path': None, 'name': 'I.R.I.B. Channel 2', 'origin_country': 'IR'}, {'id': 38954, 'logo_path': None, 'name': 'Ferdos Films', 'origin_country': ''}]","[{'iso_3166_1': 'IR', 'name': 'Iran'}]",1995-01-02,0,85,"[{'english_name': 'Persian', 'iso_639_1': 'fa', 'name': 'فارسی'}]",Released,,False,7.466,103
73,73,81,Things to Do in Denver When You're Dead,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",3.107142857142857,14.0,114660,400.0,False,/J4l8AvrK8ByAjnoKposMLh3ubL.jpg,,8000000,,400,tt0114660,['US'],en,Things to Do in Denver When You're Dead,Five different criminals face imminent death after botching a job quite badly.,2.9688,/3LxYzYybOVpnw0juCSlNL5cj8NK.jpg,"[{'id': 14, 'logo_path': '/m6AHu84oZQxvq7n1rsvMNJIAsMu.png', 'name': 'Miramax', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-12-01,529766,116,"[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Protect. Love. Honor. Avenge.,False,6.452,416
74,74,82,Antonia's Line,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",3.875,8.0,112379,880.0,False,/sOkUBkwq21ZEThCX7wboY2Xl3m5.jpg,,900000,,880,tt0112379,['NL'],nl,Antonia,"After World War II, Antonia and her daughter, Danielle, go back to their Dutch hometown, where Antonia's late mother has bestowed a small farm upon her. There, Antonia settles down and joins a tightly-knit but unusual community. Those around her include quirky friend Crooked Finger, would-be suitor Bas and, eventually for Antonia, a granddaughter and great-granddaughter who help create a strong family of empowered women.",0.7991,/nUCVi6bBIL7LGC61nYaCqikAhIA.jpg,"[{'id': 575, 'logo_path': None, 'name': 'Bergen Film', 'origin_country': ''}, {'id': 576, 'logo_path': None, 'name': 'Bard Entertainments', 'origin_country': ''}, {'id': 577, 'logo_path': None, 'name': 'NPS Televisie', 'origin_country': ''}, {'id': 11931, 'logo_path': '/38bX28MdtlhBIgwv71KPqBqE7lO.png', 'name': 'Prime Time', 'origin_country': 'BE'}]","[{'iso_3166_1': 'NL', 'name': 'Netherlands'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'BE', 'name': 'Belgium'}]",1995-09-21,0,102,"[{'english_name': 'Dutch', 'iso_639_1': 'nl', 'name': 'Nederlands'}]",Released,A motion picture that celebrates everything you love about life.,False,6.904,140
75,75,83,Once Upon a Time... When We Were Colored,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",3.0,1.0,114039,146599.0,False,/jWgp2Ai4jwRPhYlCnctMDMWzO6e.jpg,,0,,146599,tt0114039,['US'],en,Once Upon a Time... When We Were Colored,A narrator tells the story of his childhood years in a tightly knit Afro-American community in the deep south under racial segregation.,0.4777,/2qeQStLy1wiqDFa1Dnm02f5UacO.jpg,"[{'id': 38196, 'logo_path': None, 'name': 'BET Pictures', 'origin_country': ''}, {'id': 38197, 'logo_path': None, 'name': 'United Image Entertainme', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-01-26,0,115,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,False,3.6,5
76,76,85,Angels and Insects,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",3.857142857142857,7.0,112365,8447.0,False,/h5PrPi1fnGACJiYoIJxBpAkqhGU.jpg,,0,,8447,tt0112365,"['US', 'GB']",en,Angels and Insects,"In Victorian England, wealthy patriarch Sir Harald Alabaster invites an impoverished biologist, William Adamson, into his home. There, William tries to continue his work, but is distracted by Alabaster's seductive daughter, Eugenia. William and Eugenia begin a torrid romance, but as the couple become closer, the young scientist begins to realize that dark, disturbing things are happening behind the closed doors of the Alabaster manor.",1.0008,/w1i5JdddoLuzSmnKo5ORDoKdMm2.jpg,"[{'id': 2492, 'logo_path': None, 'name': 'Playhouse International Pictures', 'origin_country': ''}, {'id': 798, 'logo_path': '/nQgX1MOLySgug7FDONdIkht3xob.png', 'name': 'The Samuel Goldwyn Company', 'origin_country': 'US'}, {'id': 6705, 'logo_path': '/iNB1FCwT4XjO6wkN3PnpPnwr9GX.png', 'name': 'Film4 Productions', 'origin_country': 'GB'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-09-10,0,118,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,An elegant seduction. An erotic deception. A stunning revelation.,False,6.134,56
77,77,86,White Squall,"[{'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}]",3.966666666666667,15.0,118158,10534.0,False,/kpVQHZrBLUsB35S1pTbP8apgT5W.jpg,,38000000,,10534,tt0118158,['US'],en,White Squall,"In 1960, a hardy group of prep school students boards an old-fashioned sailing ship. With Capt. Christopher Sheldon at the helm, the oceangoing voyage is intended to teach the boys fortitude and discipline. But the youthful crew are about to get some unexpected instruction in survival when they get caught in the clutches of a white squall storm.",1.7376,/muhTVa52IufjTaqNseXFQUAEuyG.jpg,"[{'id': 1644, 'logo_path': '/l5JFudbLN3vr1sSkjRoqF7To8Ky.png', 'name': 'Largo Entertainment', 'origin_country': 'US'}, {'id': 1645, 'logo_path': '/6Ry6uNBaa0IbbSs1XYIgX5DkA9r.png', 'name': 'Scott Free Productions', 'origin_country': 'GB'}, {'id': 915, 'logo_path': '/4neXXpjSJDZPBGBnfWtqysB5htV.png', 'name': 'Hollywood Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-02-02,10300000,129,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,The strongest will in nature is the will to survive.,False,6.261,394
78,78,87,Dunston Checks In,"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]",2.5,7.0,116151,17414.0,False,/ArNNCDc3Ndg9d0PkkOYHsZeLsbo.jpg,,16000000,,17414,tt0116151,['US'],en,Dunston Checks In,"Hotel manager Robert Grant is forced by his boss to postpone his family vacation when a hotel critic checks in. Trouble is, the critic is really a villainous jewel thief with an orangutan assistant named Dunston. When Dunston gets loose and tries to escape a life of crime -- aided by Robert's sons -- havoc, hijinks and lots of laughs abound!",2.9637,/xR2cWC04kWNr7TBeXNOf4uOqn00.jpg,"[{'id': 3311, 'logo_path': None, 'name': 'Joe Wizan/Todd Black', 'origin_country': ''}, {'id': 25, 'logo_path': '/qZCc1lty5FzX30aOCVRBLzaVmcp.png', 'name': '20th Century Fox', 'origin_country': 'US'}, {'id': 11232, 'logo_path': None, 'name': 'Fox Family Films', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-01-12,0,88,"[{'english_name': 'Russian', 'iso_639_1': 'ru', 'name': 'Pусский'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,He's about to turn a Five Star Hotel into a three ring circus.,False,5.369,241
79,79,88,Black Sheep,"[{'id': 35, 'name': 'Comedy'}]",3.15625,16.0,115697,13997.0,False,/rJbDh4nIjxQFlFjK6k2SktTTT01.jpg,,32400000,,13997,tt0115697,['US'],en,Black Sheep,"When dignified Albert Donnelly runs for Governor, his team moves to keep his slow-witted and klutzy younger brother, Mike, out of the eye of the media. To baby-sit Mike, the campaign assigns sarcastic Steve, who gets the experience of a lifetime when he tries to take Mike out of town during the election.",1.8718,/bqIW5oE4WeHAvk1nh2Y6rfOLGrF.jpg,"[{'id': 4, 'logo_path': '/jay6WcMgagAklUt7i9Euwj1pzTF.png', 'name': 'Paramount Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-02-01,32000000,86,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,There's one in every family.,False,6.067,447
80,80,89,Nick of Time,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}]",3.25,10.0,113972,2086.0,False,/u1JzntSiNw9vUCqYIOcNDajWwdZ.jpg,,33000000,,2086,tt0113972,[],en,Nick of Time,An ordinary man is suddenly forced into a plot to kill a politician in exchange for his kidnapped daughter's freedom.,2.2216,/A1FJwUVg84sQSjHVz5jVMXQvifJ.jpg,"[{'id': 4, 'logo_path': '/jay6WcMgagAklUt7i9Euwj1pzTF.png', 'name': 'Paramount Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-11-22,8175346,89,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Ninety minutes. Six bullets. No choice.,False,6.228,780
81,81,92,Mary Reilly,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",2.625,8.0,117002,9095.0,False,/mErnrp6gxgSw7eYVnuos3k8EkWf.jpg,,47000000,,9095,tt0117002,['US'],en,Mary Reilly,"A housemaid falls in love with Dr. Jekyll and his darkly mysterious counterpart, Mr. Hyde.",1.4293,/cW5wTiv5fdtBOd22utmAIZBCMS3.jpg,"[{'id': 18737, 'logo_path': None, 'name': 'NFH Films', 'origin_country': ''}, {'id': 559, 'logo_path': '/eC0bWHVjnjUducyA6YFoEFqnPMC.png', 'name': 'TriStar Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1996-02-23,12379402,108,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,The untold story of Jekyll and Hyde,False,5.757,336
82,82,93,Vampire in Brooklyn,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 10749, 'name': 'Romance'}, {'id': 14, 'name': 'Fantasy'}]",2.8333333333333335,9.0,114825,12158.0,False,/ApVoaz7bRhymILlbHCoL3k3EFxC.jpg,,14000000,,12158,tt0114825,['US'],en,Vampire in Brooklyn,"Detective Rita Veder is assigned to a baffling serial murder case. After examining the crime scene — a corpse-filled ship found adrift at sea — she meets Maximilian, a smooth-talking Caribbean playboy determined to romance her.",1.4699,/fodPA5x3REtOwColG17CucreZqM.jpg,"[{'id': 4, 'logo_path': '/jay6WcMgagAklUt7i9Euwj1pzTF.png', 'name': 'Paramount Pictures', 'origin_country': 'US'}, {'id': 30, 'logo_path': None, 'name': 'Eddie Murphy Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-10-26,19800000,102,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,A comic tale of horror and seduction.,False,5.076,622
83,83,94,Beautiful Girls,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",3.95,10.0,115639,9283.0,False,/5VfgNZJvJ6FcwF3PPQbpUIzILkQ.jpg,,16000000,,9283,tt0115639,['US'],en,Beautiful Girls,"During a snowy winter in the small fictional town of Knight's Ridge, Massachusetts, a group of lifelong buddies hang out, drink and struggle to connect with the women who affect their decisions, dreams and desires.",4.3495,/sHcx1fBmrtZYvFmUywU0d5cvIFd.jpg,"[{'id': 14, 'logo_path': '/m6AHu84oZQxvq7n1rsvMNJIAsMu.png', 'name': 'Miramax', 'origin_country': 'US'}, {'id': 163562, 'logo_path': None, 'name': 'Woods Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'MY', 'name': 'Malaysia'}]",1996-02-09,27000000,112,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Good times never seemed so good.,False,6.637,390
84,84,95,Broken Arrow,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",3.0238095238095237,84.0,115759,9208.0,False,/446lXnrT0vSIkeClW8bCN8KrnxN.jpg,,50000000,,9208,tt0115759,['US'],en,Broken Arrow,"When rogue stealth-fighter pilot Vic Deakins deliberately drops off the radar while on maneuvers, the Air Force ends up with two stolen nuclear warheads -- and Deakins's co-pilot, Riley Hale, is the military's only hope for getting them back. Traversing the deserted canyons of Utah, Hale teams with park ranger Terry Carmichael to put Deakins back in his box.",3.685,/iBPMwYYJFvdCBkXrwV75peo5Lz2.jpg,"[{'id': 1557, 'logo_path': '/ccz9bqCu3jSFKbPFnfWmjAKZLBL.png', 'name': 'The Mark Gordon Company', 'origin_country': 'US'}, {'id': 456, 'logo_path': None, 'name': 'WCG Entertainment Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-02-09,150300000,108,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Prepare to go ballistic.,False,6.061,1627
85,85,96,In the Bleak Midwinter,"[{'id': 35, 'name': 'Comedy'}]",3.5,1.0,113403,40154.0,False,/iAxwce4twFKiBrW10rxnoTPfnuB.jpg,,0,,40154,tt0113403,['GB'],en,In the Bleak Midwinter,"Out of work actor Joe volunteers to help try and save his sister's local church for the community by putting on a Christmas production of Hamlet, somewhat against the advice of his agent Margaretta. As the cast he assembles are still available even at Christmas and are prepared to do it on a 'profit sharing' basis (that is, they may not get paid anything) he cannot expect - and does not get - the cream of the cream. But although they all bring their own problems and foibles along, something bigger starts to emerge in the perhaps aptly named village of Hope.",0.5006,/eUrv3E65orbuPnFikjpjso4TVBN.jpg,"[{'id': 75942, 'logo_path': None, 'name': 'Midwinter Films', 'origin_country': ''}, {'id': 97, 'logo_path': '/smyTD67uNsdaySnnjVDmh0kyotp.png', 'name': 'Castle Rock Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1995-09-29,0,99,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,The drama. The passion. The intrigue... And the rehearsals haven't even started.,False,7.1,42
86,86,97,La Haine,"[{'id': 18, 'name': 'Drama'}]",3.9,10.0,113247,406.0,False,/k61xLJgPo7ScxHLLiBzTM9IDaB7.jpg,,2600000,,406,tt0113247,['FR'],fr,La Haine,"After a chaotic night of rioting in a marginal suburb of Paris, three young friends, Vinz, Hubert and Saïd, wander around unoccupied waiting for news about the state of health of a mutual friend who has been seriously injured when confronting the police.",5.5117,/8rgPyWjYZhsphSSxbXguMnhN7H0.jpg,"[{'id': 22684, 'logo_path': None, 'name': 'Kasso Productions', 'origin_country': 'FR'}, {'id': 16366, 'logo_path': '/llLC13cdNDmJbq0E0PG8fraWsLp.png', 'name': 'La Sept Cinéma', 'origin_country': 'FR'}, {'id': 5869, 'logo_path': None, 'name': 'Les Productions Lazennec', 'origin_country': 'FR'}, {'id': 104, 'logo_path': '/9aotxauvc9685tq9pTcRJszuT06.png', 'name': 'Canal+', 'origin_country': 'FR'}, {'id': 694, 'logo_path': '/5LEHONGkZBIoWvp1ygHOF8iyi1M.png', 'name': 'StudioCanal', 'origin_country': 'FR'}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",1995-05-31,15300000,98,"[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",Released,"How far you fall doesn't matter, it's how you land…",False,8.083,4432
