,Unnamed: 0,movieId,title,movielens_genres,avg_rating,number_of_viewers,imdbId,tmdbId,adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,imdb_id,origin_country,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,video,vote_average,vote_count,success,status_code,status_message,cluster
13,13,14,Nixon,Drama,3.833333333,18.0,113987,10858.0,False,/zAaFQHZV23SJgSwRBvW5PeD219H.jpg,,44000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",,10858.0,tt0113987,['US'],en,Nixon,A look at President Richard M. Nixon—a man carrying the fate of the world on his shoulders while battling the self-destructive demands from within—spanning his troubled boyhood in California to the shocking Watergate scandal that would end his Presidency.,4.2857,/cz2MTGr2wpDZLirgV2rGHBdA2t3.jpg,"[{'id': 1504, 'logo_path': '/yVAJJ4TgnV1FsDmLh6h5ZNJd0vf.png', 'name': 'Cinergi Pictures', 'origin_country': 'US'}, {'id': 915, 'logo_path': '/4neXXpjSJDZPBGBnfWtqysB5htV.png', 'name': 'Hollywood Pictures', 'origin_country': 'US'}, {'id': 3480, 'logo_path': None, 'name': 'Illusion Entertainment Group', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-12-22,13681765.0,192.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,"Triumphant in Victory, Bitter in Defeat. He Changed the World, But Lost a Nation.",False,6.9,388.0,,,,11
14,14,15,Cutthroat Island,Action|Adventure|Romance,3.0,13.0,112760,1408.0,False,/ndjMBg9FINJBEi1RaP64oLApR1s.jpg,,102000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",,1408.0,tt0112760,['US'],en,Cutthroat Island,"Morgan Adams and her slave, William Shaw, are on a quest to recover the three portions of a treasure map. Unfortunately, the final portion is held by her murderous uncle, Dawg. Her crew is skeptical of her leadership abilities, so she must complete her quest before they mutiny against her. This is made yet more difficult by the efforts of the British crown to end her pirate raids.",2.418,/hYdeBZ4BFXivdouxLfQGWNE6zRx.jpg,"[{'id': 275, 'logo_path': '/oLnOYtAjF0z9CrqJqWptFkhHOQG.png', 'name': 'Carolco Pictures', 'origin_country': 'US'}, {'id': 2980, 'logo_path': None, 'name': 'Forge', 'origin_country': 'US'}, {'id': 415, 'logo_path': None, 'name': 'Laurence Mark Productions', 'origin_country': 'US'}, {'id': 178024, 'logo_path': None, 'name': 'Beckner/Gorman Productions', 'origin_country': ''}, {'id': 183, 'logo_path': '/eadyph99FClrWlnE0jPniwOcvvw.png', 'name': 'Le Studio Canal+', 'origin_country': 'FR'}, {'id': 178026, 'logo_path': None, 'name': 'Tele-Communications', 'origin_country': 'DE'}, {'id': 23246, 'logo_path': None, 'name': 'RCS Video', 'origin_country': 'IT'}, {'id': 178025, 'logo_path': None, 'name': 'Cutthroat Productions L.P.', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'IT', 'name': 'Italy'}]",1995-12-22,16000000.0,124.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}, {'english_name': 'Latin', 'iso_639_1': 'la', 'name': 'Latin'}]",Released,Be bold. Be brave. Be prepared.,False,5.78,602.0,,,,-1
15,15,16,Casino,Crime|Drama,3.926829268,82.0,112641,524.0,False,/iZGiMD0p1M2AOmzKknFo5bkuz94.jpg,,50000000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",,524.0,tt0112641,['US'],en,Casino,"In Las Vegas, two best friends--a casino executive and a Mafia enforcer--compete for a gambling empire and a fast-living, fast-loving socialite.",9.1522,/gziIkUSnYuj9ChCi8qOu2ZunpSC.jpg,"[{'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 11583, 'logo_path': None, 'name': 'Syalis DA', 'origin_country': 'FR'}, {'id': 22997, 'logo_path': '/niPdWsCgM1HoAEnh3Z200V4nDIo.png', 'name': 'Légende Films', 'origin_country': 'FR'}, {'id': 211783, 'logo_path': None, 'name': 'Cappa/De Fina Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-11-22,116112375.0,179.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,No one stays at the top forever.,False,7.99,6380.0,,,,13
16,16,17,Sense and Sensibility,Drama|Romance,3.776119403,67.0,114388,4584.0,False,/cFnyfWHL6HjOOVal6lp8e5gqibK.jpg,,16000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,4584.0,tt0114388,"['GB', 'US']",en,Sense and Sensibility,"The Dashwood sisters, sensible Elinor and passionate Marianne, learn that their prospects of marriage seem doomed by their family's sudden loss of fortune. After Henry Dashwood dies unexpectedly, his estate must pass on by law to his son. These circumstances leave Mr. Dashwood's wife and daughters without a home and with barely enough money to live on. As Elinor and Marianne struggle to find romantic fulfillment in a society obsessed with financial and social status, they must learn to mix sense with sensibility in their dealings with both money and men.",7.4549,/cBK2yL3HqhFvIVd7lLtazWlRZPR.jpg,"[{'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}, {'id': 932, 'logo_path': '/o7leiZVIDBHxODfK8pjGPV2SdMp.png', 'name': 'Mirage Enterprises', 'origin_country': 'US'}, {'id': 10565, 'logo_path': '/5djnxodjmgbzdXiNRllwhQPxANY.png', 'name': 'Good Machine', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1995-12-13,134582776.0,136.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Lose your heart and come to your senses.,False,7.4,1804.0,,,,-1
17,17,18,Four Rooms,Comedy,3.7,20.0,113101,5.0,False,/c1BaOxC8bo5ACFYkYYxL0bBWRaq.jpg,,4000000.0,"[{'id': 35, 'name': 'Comedy'}]",https://www.miramax.com/movie/four-rooms/,5.0,tt0113101,['US'],en,Four Rooms,It's Ted the Bellhop's first night on the job...and the hotel's very unusual guests are about to place him in some outrageous predicaments. It seems that this evening's room service is serving up one unbelievable happening after another.,3.4339,/75aHn1NOYXh4M7L5shoeQ6NGykP.jpg,"[{'id': 14, 'logo_path': '/m6AHu84oZQxvq7n1rsvMNJIAsMu.png', 'name': 'Miramax', 'origin_country': 'US'}, {'id': 59, 'logo_path': '/b1tj5EWcFQLYaQrw1D9V4s8kUgN.png', 'name': 'A Band Apart', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-12-09,4257354.0,98.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,"Twelve outrageous guests. Four scandalous requests. And one lone bellhop, in his first day on the job, who's in for the wildest New year's Eve of his life.",False,5.9,2799.0,,,,-1
20,20,21,Get Shorty,Comedy|Crime|Thriller,3.494382022,89.0,113161,8012.0,False,/wiZT8DVmAZNwmqd8G3QjWZ1mpLB.jpg,"{'id': 91698, 'name': 'Chili Palmer Collection', 'poster_path': '/klwDyihoCqOZ19lMwtlaaSCGH2w.jpg', 'backdrop_path': '/6KEpKs5asAqOwEr9XrOZJSMHW7O.jpg'}",30250000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",,8012.0,tt0113161,['US'],en,Get Shorty,"Chili Palmer is a Miami mobster who gets sent to L.A. to collect a bad debt from Harry Zimm, a Hollywood producer who specializes in cheesy horror films. When Chili meets Harry's leading lady, the romantic sparks fly. After pitching his own life story as a movie idea, Chili learns that being a mobster and being a Hollywood producer really aren't all that different.",3.3142,/r82SdPhg4fnIcLt0ogIjQxqjdcO.jpg,"[{'id': 21, 'logo_path': '/usUnaYV6hQnlVAXP6r4HwrlLFPG.png', 'name': 'Metro-Goldwyn-Mayer', 'origin_country': 'US'}, {'id': 216, 'logo_path': '/iKPzC6YxqNAk6fMoTtFhIF5p6yw.png', 'name': 'Jersey Films', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-10-20,115101622.0,105.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Attitude plays a part.,False,6.5,1180.0,,,,-1
21,21,22,Copycat,Crime|Drama|Horror|Mystery|Thriller,3.222222222,36.0,112722,1710.0,False,/f0wTYitK1lELuGygXslG7SQpY0E.jpg,,20000000.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",,1710.0,tt0112722,['US'],en,Copycat,An agoraphobic psychologist and a female detective must work together to take down a serial killer who copies serial killers from the past.,3.0319,/oMgwJb016znNZcpDR20eXxZoW8A.jpg,"[{'id': 508, 'logo_path': '/4sGWXoboEkWPphI6es6rTmqkCBh.png', 'name': 'Regency Enterprises', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-10-27,32000000.0,124.0,"[{'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Italian', 'iso_639_1': 'it', 'name': 'Italiano'}]",Released,"One man is copying the most notorious killers in history one at a time. Together, two women must stop him from killing again. Or they’re next.",False,6.465,1209.0,,,,17
22,22,23,Assassins,Action|Crime|Thriller,3.125,16.0,112401,9691.0,False,/sYpmWBe1IO7Fxthtw3UmlzQEylK.jpg,,50000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",https://www.warnerbros.com/movies/assassins,9691.0,tt0112401,['US'],en,Assassins,"Assassin Robert Rath arrives at a funeral to kill a prominent mobster, only to witness a rival hired gun complete the job for him -- with grisly results. Horrified by the murder of innocent bystanders, Rath decides to take one last job and then return to civilian life. But finding his way out of the world of contract killing grows ever more dangerous as Rath falls for his female target and becomes a marked man himself.",2.7703,/wPmZYnaQpxwoHmwNwVhZ2IY0UbF.jpg,"[{'id': 174, 'logo_path': '/zhD3hhtKB5qyv7ZeL4uLpNxgMVU.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}, {'id': 1885, 'logo_path': '/xlvoOZr4s1PygosrwZyolIFe5xs.png', 'name': 'Silver Pictures', 'origin_country': 'US'}, {'id': 5739, 'logo_path': None, 'name': 'Donner/Shuler-Donner Productions', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-10-06,30303072.0,132.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}, {'english_name': 'Dutch', 'iso_639_1': 'nl', 'name': 'Nederlands'}]",Released,In the shadows of life. In the business of death. One man found a reason to live.,False,6.492,1671.0,,,,18
23,23,24,Powder,Drama|Sci-Fi,3.125,28.0,114168,12665.0,False,/gAeFtnwgF4asNVbmrudWMHOilWj.jpg,,9500000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",,12665.0,tt0114168,['US'],en,Powder,"Harassed by classmates who won't accept his shocking appearance, a shy young man known as ""Powder"" struggles to fit in. But the cruel taunts stop when Powder displays a mysterious power that allows him to do incredible things. This phenomenon changes the lives of all those around him in ways they never could have imagined.",3.5263,/aQSA63T7zyzZxBZxr2MQaxt1gtO.jpg,"[{'id': 915, 'logo_path': '/4neXXpjSJDZPBGBnfWtqysB5htV.png', 'name': 'Hollywood Pictures', 'origin_country': 'US'}, {'id': 175, 'logo_path': '/Aruhqf13whJ0bNSgtv1gt3xclT6.png', 'name': 'Caravan Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-10-27,30900000.0,112.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,An extraordinary encounter with another human being.,False,7.001,703.0,,,,-1
24,24,25,Leaving Las Vegas,Drama|Romance,3.625,76.0,113627,451.0,False,/5m5VhSN1lTk3egtrNzqNv5nwMuG.jpg,,3600000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",http://www.mgm.com/title_title.do?title_star=LEAVINGL,451.0,tt0113627,['US'],en,Leaving Las Vegas,"Ben Sanderson, an alcoholic Hollywood screenwriter who lost everything because of his drinking, arrives in Las Vegas to drink himself to death. There, he meets and forms an uneasy friendship and non-interference pact with prostitute Sera.",2.8969,/wTrFpGe3U65kXTldIUxuM2hmOAK.jpg,"[{'id': 15547, 'logo_path': None, 'name': 'Initial Productions', 'origin_country': 'FR'}, {'id': 25129, 'logo_path': '/9kyYRk8aHbIdJCIj3cLh1f6FTXR.png', 'name': 'Lumière Pictures', 'origin_country': 'GB'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1995-10-27,49800000.0,111.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Italian', 'iso_639_1': 'it', 'name': 'Italiano'}, {'english_name': 'Russian', 'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,I love you... The way you are.,False,7.2,1600.0,,,,-1
25,25,26,Othello,Drama,3.5,13.0,114057,16420.0,False,/7SqIfSVW3xKTk07FbUm4LrhOOeL.jpg,,11000000.0,"[{'id': 18, 'name': 'Drama'}]",,16420.0,tt0114057,['US'],en,Othello,The evil Iago pretends to be friend of Othello in order to manipulate him to serve his own end in the film version of this Shakespeare classic.,0.9173,/kyevuYzW36wKadiE8lftLac5VwQ.jpg,"[{'id': 97, 'logo_path': '/smyTD67uNsdaySnnjVDmh0kyotp.png', 'name': 'Castle Rock Entertainment', 'origin_country': 'US'}, {'id': 16105, 'logo_path': None, 'name': 'Dakota Films', 'origin_country': 'GB'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-12-15,2800000.0,123.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,"Envy, greed, jealousy and love.",False,6.3,148.0,,,,-1
26,26,27,Now and Then,Children|Drama,3.333333333,9.0,114011,9263.0,False,/ic529Vlnxmp2ArVSYr5vBLoNFEK.jpg,,12000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,9263.0,tt0114011,['US'],en,Now and Then,"Waxing nostalgic about the bittersweet passage from childhood to puberty, four childhood girlfriends — Teeny, Chrissy, Samantha and Roberta — recall the magical summer of 1970. During their walk down memory lane, they reconcile experiences with boys, secrets, bullies and more.",1.8397,/q31Ks8oAmM4Nq2CcGjyYYpdBAmh.jpg,"[{'id': 12, 'logo_path': '/2ycs64eqV5rqKYHyQK0GVoKGvfX.png', 'name': 'New Line Cinema', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-10-20,27400000.0,102.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,In every woman there is the girl she left behind.,False,6.877,468.0,,,,-1
27,27,28,Persuasion,Drama|Romance,4.227272727,11.0,114117,17015.0,False,/evCHYeumw4Y4hikG4AG9o5yZXUW.jpg,,1500000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",https://web.archive.org/web/20150402132323/http://www.sonypictures.com/movies/persuasion/,17015.0,tt0114117,"['US', 'GB']",en,Persuasion,"In early 19th-century England, dire financial straits reacquaint the aristocratic Anne Elliot with her wealthy ex-fiance Frederick Wentworth. The two must choose between either putting the past behind them or listening to their hearts.",3.2096,/10hycdhFLq3M3y0ONxIMSiY8Mrs.jpg,"[{'id': 288, 'logo_path': '/aW0IpM9d4Zjj978EqgDVSxXXhTj.png', 'name': 'BBC Film', 'origin_country': 'GB'}, {'id': 132236, 'logo_path': None, 'name': 'Millésime Productions', 'origin_country': ''}, {'id': 10197, 'logo_path': '/lRah8iyzBZJ90ZgsKUIWUU9XnRu.png', 'name': 'GBH', 'origin_country': 'US'}, {'id': 11359, 'logo_path': '/aqWJRi66t2oMPMmC60CdK9I3WQd.png', 'name': 'France 2', 'origin_country': 'FR'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-05-01,5269757.0,104.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,"A love lost, but never forgotten",False,7.1,140.0,,,,-1
28,28,29,The City of Lost Children,Adventure|Drama|Fantasy|Mystery|Sci-Fi,4.013157895,38.0,112682,902.0,False,/yDjsUoEANHggKFabkAyTu3Y9j4N.jpg,,18000000.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",,902.0,tt0112682,['FR'],fr,La Cité des Enfants Perdus,"A scientist in a surrealist society kidnaps children to steal their dreams, hoping that they slow his aging process.",2.5753,/whwT3Q9JxbAYzEc3t7uYYcCbTMf.jpg,"[{'id': 25021, 'logo_path': None, 'name': 'Constellation', 'origin_country': 'FR'}, {'id': 25129, 'logo_path': '/9kyYRk8aHbIdJCIj3cLh1f6FTXR.png', 'name': 'Lumière Pictures', 'origin_country': 'GB'}, {'id': 183, 'logo_path': '/eadyph99FClrWlnE0jPniwOcvvw.png', 'name': 'Le Studio Canal+', 'origin_country': 'FR'}, {'id': 591, 'logo_path': '/q5I5RDwMEiqoNmfaJgd2LraEOJY.png', 'name': 'France 3 Cinéma', 'origin_country': 'FR'}, {'id': 12009, 'logo_path': None, 'name': 'Elías Querejeta PC', 'origin_country': 'ES'}, {'id': 1469, 'logo_path': '/AwbErjR0AMpVnN9PbdHiBB3g3q0.png', 'name': 'Tele München', 'origin_country': 'DE'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'ES', 'name': 'Spain'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1995-05-17,1738611.0,112.0,"[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",Released,Where happily ever after is just a dream.,False,7.237,1186.0,,,,-1
30,30,31,Dangerous Minds,Drama,3.184210526,38.0,112792,9909.0,False,/k28lTv01nuncbs9Y2WZh6FQunqv.jpg,,23000000.0,"[{'id': 18, 'name': 'Drama'}]",,9909.0,tt0112792,['US'],en,Dangerous Minds,"Former Marine Louanne Johnson lands a gig teaching in a pilot program for bright but underachieving teens at a notorious inner-city high school. After having a terrible first day, she decides she must throw decorum to the wind. When Johnson returns to the classroom, she does so armed with a no-nonsense attitude informed by her military training and a fearless determination to better the lives of her students -- no matter what the cost.",2.8567,/yWHWC8fJRp2kLgiFrEa8o3krOH9.jpg,"[{'id': 10288, 'logo_path': '/Aszf09kIVXR6cwG9lwjZIawbYVS.png', 'name': 'Don Simpson/Jerry Bruckheimer Films', 'origin_country': 'US'}, {'id': 915, 'logo_path': '/4neXXpjSJDZPBGBnfWtqysB5htV.png', 'name': 'Hollywood Pictures', 'origin_country': 'US'}, {'id': 10103, 'logo_path': None, 'name': 'Via Rosa Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-08-11,179519401.0,99.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,She broke the rules... and changed their lives.,False,6.962,1232.0,,,,-1
31,31,32,Twelve Monkeys,Mystery|Sci-Fi|Thriller,3.983050847,177.0,114746,63.0,False,/mKIkGoyuR71qz6FdiEiOjxvBQcS.jpg,,29000000.0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",,63.0,tt0114746,['US'],en,Twelve Monkeys,"In the year 2035, convict James Cole reluctantly volunteers to be sent back in time to discover the origin of a deadly virus that wiped out nearly all of the earth's population and forced the survivors into underground communities. But when Cole is mistakenly sent to 1990 instead of 1996, he's arrested and locked up in a mental hospital. There he meets psychiatrist Dr. Kathryn Railly and the son of a famous virus expert who may hold the key to the Army of the 12 Monkeys; thought to be responsible for unleashing the killer disease.",9.6682,/gt3iyguaCIw8DpQZI1LIN5TohM2.jpg,"[{'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 507, 'logo_path': '/aRmHe6GWxYMRCQljF75rn2B9Gv8.png', 'name': 'Atlas Entertainment', 'origin_country': 'US'}, {'id': 17031, 'logo_path': None, 'name': 'Classico', 'origin_country': ''}, {'id': 207976, 'logo_path': None, 'name': 'Twelve Monkeys Productions', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-12-29,168841459.0,129.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",Released,The future is history.,False,7.6,8931.0,,,,-1
32,32,34,Babe,Children|Drama,3.65234375,128.0,112431,9598.0,False,/agkZziO4ZPAsVfKUrJD68lys08P.jpg,"{'id': 9435, 'name': 'Babe Collection', 'poster_path': '/mpR2iVU0huu4Pe2hnSMEDbCqoWt.jpg', 'backdrop_path': '/zRWuGdIlkWqXMQcs1t3sPy1XQ6x.jpg'}",30000000.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",,9598.0,tt0112431,['US'],en,Babe,"Babe is a little pig who doesn't quite know his place in the world. With a bunch of odd friends, like Ferdinand the duck who thinks he is a rooster and Fly the dog he calls mum, Babe realises that he has the makings to become the greatest sheep pig of all time, and Farmer Hoggett knows it. With the help of the sheep dogs, Babe learns that a pig can be anything that he wants to be.",6.1514,/zKuQMtnbVTz9DsOnOJmlW71v4qH.jpg,"[{'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 2537, 'logo_path': None, 'name': 'Kennedy Miller Productions', 'origin_country': 'AU'}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-07-18,254100000.0,92.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,A little pig goes a long way.,False,6.3,3063.0,,,,-1
33,33,36,Dead Man Walking,Crime|Drama,3.835820896,67.0,112818,687.0,False,/gwRWQeHfPuA8mg73kydQsM8rdXq.jpg,,11000000.0,"[{'id': 18, 'name': 'Drama'}]",,687.0,tt0112818,"['GB', 'US']",en,Dead Man Walking,A death row inmate turns for spiritual guidance to a local nun in the days leading up to his scheduled execution for the murders of a young couple.,1.9637,/eShxyjhWoFl3BwsuEmVsr4nLaMZ.jpg,"[{'id': 406, 'logo_path': None, 'name': 'Havoc', 'origin_country': ''}, {'id': 1382, 'logo_path': '/8b5XGJ8YhZoEo9LgFP8KRQWHjYL.png', 'name': 'PolyGram Filmed Entertainment', 'origin_country': 'US'}, {'id': 10163, 'logo_path': '/16KWBMmfPX0aJzDExDrPxSLj0Pg.png', 'name': 'Working Title Films', 'origin_country': 'GB'}, {'id': 17992, 'logo_path': '/wbnyYL2QhDn8KWuz5htsbOJnVLA.png', 'name': 'PolyGram Video', 'origin_country': ''}, {'id': 37, 'logo_path': '/wniaiKc5UCnC8qZcNKZNYwdKnUv.png', 'name': 'Gramercy Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1995-12-29,39363635.0,122.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,False,7.321,1464.0,,,,-1
35,35,39,Clueless,Comedy|Romance,3.293269231,104.0,112697,9603.0,False,/65d0MccsiRSPTVicregKQL8owoo.jpg,,12000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,9603.0,tt0112697,['US'],en,Clueless,"Shallow, rich and socially successful Cher is at the top of her Beverly Hills high school's pecking scale. Seeing herself as a matchmaker, Cher first coaxes two teachers into dating each other. Emboldened by her success, she decides to give hopelessly klutzy new student Tai a makeover. When Tai becomes more popular than she is, Cher realizes that her disapproving ex-stepbrother was right about how misguided she was -- and falls for him.",7.119,/8AwVTcgpTnmeOs4TdTWqcFDXEsA.jpg,"[{'id': 4, 'logo_path': '/jay6WcMgagAklUt7i9Euwj1pzTF.png', 'name': 'Paramount Pictures', 'origin_country': 'US'}, {'id': 12245, 'logo_path': None, 'name': 'Robert Lawrence Productions', 'origin_country': 'US'}, {'id': 258, 'logo_path': '/tMI4xPwgxfNaNId3h9dOcHGU1NI.png', 'name': 'Scott Rudin Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-07-19,56631572.0,97.0,"[{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Sex. Clothes. Popularity. Whatever.,False,7.3,4712.0,,,,-1
37,37,41,Richard III,Drama|War,3.7,15.0,114279,31174.0,False,/l8gbqIvow8rXFblM5IzYI5AKN8Z.jpg,,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",,31174.0,tt0114279,"['US', 'GB']",en,Richard III,"A murderous lust for the British throne sees Richard III descend into madness. Though the setting is transposed to the 1930s, England is torn by civil war, split between the rivaling houses of York and Lancaster. Richard aspires to a fascist dictatorship, but must first remove the obstacles to his ascension—among them his brother, his nephews and his brother's wife. When the Duke of Buckingham deserts him, Richard's plans are compromised.",1.3092,/aN2BcIH6rvGbYiRQCS8lxOdeeVQ.jpg,"[{'id': 34237, 'logo_path': None, 'name': 'Mayfair Entertainment International', 'origin_country': 'GB'}, {'id': 871, 'logo_path': None, 'name': 'British Screen', 'origin_country': 'GB'}, {'id': 60, 'logo_path': '/4YldLvCWQL9VIAHQ2Fu3Ffkh9Si.png', 'name': 'United Artists', 'origin_country': 'US'}, {'id': 13534, 'logo_path': '/vAbdXfuYEakiBnrCDJf3ez50geK.png', 'name': 'First Look Pictures', 'origin_country': 'US'}, {'id': 38025, 'logo_path': None, 'name': 'Bayly/Paré Productions', 'origin_country': 'US'}, {'id': 21, 'logo_path': '/usUnaYV6hQnlVAXP6r4HwrlLFPG.png', 'name': 'Metro-Goldwyn-Mayer', 'origin_country': 'US'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1995-12-29,2748518.0,104.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,"I can smile, and murder while I smile",False,6.744,193.0,,,,-1
